Time,Equipment_ID,Vibration(mm/s),Temperature(°C),Current(A),Runtime(hr)
2025-07-25 06:29:00,M008,-0.9917663354905739,103.86820953070833,55.72148000003254,
2025-07-25 06:30:00,M007,-0.5107913450827186,101.34642256586395,56.670143180662855,
2025-07-25 06:31:00,M008,-0.5266107174047463,106.57760368435258,57.762255682576054,
2025-07-25 06:32:00,M009,-0.8615784405669604,105.43694854620712,57.88168200277043,
2025-07-25 06:33:00,M007,-0.8563347745899931,100.27704538410075,57.158256029093174,
2025-07-25 06:34:00,M009,-1.140865130133419,103.1258919158269,54.987591157362786,
2025-07-25 06:35:00,M008,-0.6978068055113184,99.42117451805385,56.58198181595882,
2025-07-25 06:36:00,M007,-0.9868625540303785,103.37382683638033,57.75678719509999,
2025-07-25 06:37:00,M009,-1.023642634637938,105.10630495774174,57.28692015149732,
2025-07-25 06:38:00,M008,-0.9879006199379206,106.22078144251917,56.57473297726403,
2025-07-25 06:39:00,M007,-0.7740852559198035,106.40792176897811,56.852090818893664,
2025-07-25 06:40:00,M007,-0.935887190667146,106.48224425369406,56.47719801564074,
2025-07-25 06:41:00,M008,-1.1845375141348993,103.76947704123305,57.29512759999036,
2025-07-25 06:42:00,M008,-0.8440581042610944,103.33576833138589,57.07032836843674,
2025-07-25 06:43:00,M008,-1.0887765494425372,104.23589878494843,56.11881036442181,
2025-07-25 06:44:00,M008,-0.9946825028193904,102.85084357658315,57.18755933940164,
2025-07-25 06:45:00,M009,-1.0127959546243874,103.21495640858588,57.55863356978068,
2025-07-25 06:46:00,M008,-1.3072395236947614,103.6981295092676,57.05112406423934,
2025-07-25 06:47:00,M008,-1.1209577354797824,106.5244035337315,57.17867326868798,
2025-07-25 06:48:00,M009,-1.0267621297200296,104.50174458710784,56.217157843534245,
2025-07-25 06:49:00,M007,-1.0340511853075238,100.9090798548187,59.24454225594871,
2025-07-25 06:50:00,M008,-1.1589489088626026,102.21249231761998,57.601303248075375,
2025-07-25 06:51:00,M007,-1.0676392791299794,104.3523199185709,57.704104140999654,
2025-07-25 06:52:00,M008,-0.9623055545786553,101.5815584264371,57.13137961838602,
2025-07-25 06:53:00,M008,-0.8567572621702904,102.36268862285186,57.603510144756875,
2025-07-25 06:54:00,M008,-0.8938409217336166,101.23576063708417,55.79952815488274,
2025-07-25 06:55:00,M007,-0.8707045290468693,106.20326149799729,54.531609369795255,
2025-07-25 06:56:00,M007,-1.1532245135195192,99.45173323362997,56.536571878834515,
2025-07-25 06:57:00,M007,-0.9264178371246314,104.82388692374832,56.84628067951792,
2025-07-25 06:58:00,M007,-1.1765597214648473,106.52802329975415,56.23073561877454,
2025-07-25 06:59:00,M008,-1.1253837234754218,106.74411199565041,57.90106635056161,
2025-07-25 07:00:00,M007,-1.0515550571354313,106.81982927878725,54.66010320196328,
2025-07-25 07:01:00,M007,-1.2453357209689844,105.85162203339783,56.71957875799157,
2025-07-25 07:02:00,M009,-0.9942158048562799,104.99657070377204,56.89899101586114,
2025-07-25 07:03:00,M009,-1.292891842907954,101.88605135333266,55.110961892504264,
2025-07-25 07:04:00,M008,-0.8723127003990293,100.96054522894346,54.523201668322336,
2025-07-25 07:05:00,M007,-0.9708267890593535,98.85915179388456,56.261551643758295,
2025-07-25 07:06:00,M007,-1.1524792185755302,102.81277378205698,55.67716198055752,
2025-07-25 07:07:00,M009,-1.2159963036722705,105.26439101238672,57.545937771612806,
2025-07-25 07:08:00,M007,-1.24072447582092,97.96289730409181,55.15488910481574,
2025-07-25 07:09:00,M009,-0.9601050007984782,99.43115788874738,55.938676409259955,
2025-07-25 07:10:00,M008,-0.9090650697167666,101.64522232790922,53.59937320523347,
2025-07-25 07:11:00,M007,-0.9585082805805384,104.19501244123558,55.32541938081997,
2025-07-25 07:12:00,M008,-1.17762947453227,103.58446097903465,55.49544416391118,
2025-07-25 07:13:00,M009,-0.9769184058764755,99.18695732268665,56.0346766752061,
2025-07-25 07:14:00,M009,-0.8771393780065045,104.9519228129415,55.310799595455364,
2025-07-25 07:15:00,M008,-0.7145575972422857,98.43197014417663,57.10079354000417,
2025-07-25 07:16:00,M007,-1.0964206282808704,99.84663516148287,55.978625469487326,
2025-07-25 07:17:00,M007,-1.010677152931007,104.13458743906799,57.564537290449586,
2025-07-25 07:18:00,M009,-0.9201874822052128,101.61138094596825,56.99958225160244,
2025-07-25 07:19:00,M008,-1.0383682958271554,99.90839679687068,57.37844004755897,
2025-07-25 07:20:00,M008,-1.0848483973687242,99.99609159810095,57.01539970439138,
2025-07-25 07:21:00,M008,-0.9608527662440337,99.81385562680882,56.79446156331731,
2025-07-25 07:22:00,M008,-0.826008813355903,104.94228347257884,54.96244509003367,
2025-07-25 07:23:00,M008,-1.0890945687079192,99.18995902786239,55.218671565787965,
2025-07-25 07:24:00,M008,-0.9117484432006566,101.9031733697133,55.69798023775141,
2025-07-25 07:25:00,M009,-0.9849309067504415,102.63733070935956,55.873124496013624,
2025-07-25 07:26:00,M007,-0.8265569182511996,102.09944891726472,56.007873447601305,
2025-07-25 07:27:00,M009,-0.7132978145081362,103.96908756809522,55.82631575945072,
2025-07-25 07:28:00,M009,-1.0296657909480413,103.53971659613286,54.60108095563333,
2025-07-25 07:29:00,M008,-1.142097680513142,103.24171032336051,55.920287261688934,
2025-07-25 07:30:00,M008,-0.9573336780551719,105.5105607379716,55.47027090169882,
2025-07-25 07:31:00,M008,-1.2071675714734451,106.64640098053175,58.59633727492544,
2025-07-25 07:32:00,M009,-1.1194249772275342,103.49175844700127,55.17103720864224,
2025-07-25 07:33:00,M008,-0.9795676766774407,104.88727785917935,58.124279254920864,
2025-07-25 07:34:00,M007,-1.22408002606541,103.40475787568724,55.45301546344533,
2025-07-25 07:35:00,M007,-0.8439056937801811,98.50876342029507,57.073230724479295,
2025-07-25 07:36:00,M008,-1.199631106199915,108.53059863256735,56.68948803774577,
2025-07-25 07:37:00,M007,-0.9015956026275811,103.68889634847791,54.86014491443541,
2025-07-25 07:38:00,M008,-1.2346594607417756,106.14277770124778,56.8146873675017,
2025-07-25 07:39:00,M009,-1.003969891627721,98.71233813574449,56.76617030197601,
2025-07-25 07:40:00,M008,-0.9901176117727343,99.57795207647271,57.0964971807938,
2025-07-25 07:41:00,M009,-0.9395864237398174,101.03849627329026,58.650955779203144,
2025-07-25 07:42:00,M009,-1.0845496118975417,97.52123705521645,58.50000485196075,
2025-07-25 07:43:00,M007,-1.223809247445979,105.3141569868856,57.567955034342106,
2025-07-25 07:44:00,M007,-1.0657637248694216,105.24675983909383,57.89486572987301,
2025-07-25 07:45:00,M007,-0.9706246277595594,99.26214568722516,58.083965294210486,
2025-07-25 07:46:00,M009,-1.1914810425497786,96.80414866251802,57.05466048405716,
2025-07-25 07:47:00,M009,-1.2849514413689036,104.65555379911324,58.569573713060656,
2025-07-25 07:48:00,M007,-1.3254495667346036,98.1177398389244,56.82799572977775,
2025-07-25 07:49:00,M009,-1.2050540987879497,102.3572893645958,55.944067806009414,
2025-07-25 07:50:00,M009,-1.1198890393241672,97.94213186311416,55.536012680603164,
2025-07-25 07:51:00,M007,-1.1479415083207782,97.50583565037363,54.895481820425964,
2025-07-25 07:52:00,M009,-1.2687392022212136,101.41091453868768,54.512174228857624,
2025-07-25 07:53:00,M009,-1.0253614438478915,102.22745624474103,56.04388297007341,
2025-07-25 07:54:00,M007,-0.8807478192944702,97.07816237624394,52.64365834696325,
2025-07-25 07:55:00,M008,-1.000734889600451,99.01181392668174,56.76998328157272,
2025-07-25 07:56:00,M008,-1.2851745158194663,98.09918917999869,55.58159787294141,
2025-07-25 07:57:00,M007,-1.129757574091057,101.2160774354988,55.21058016293399,
2025-07-25 07:58:00,M008,-0.9231585398931198,99.93101701265556,55.126708256334595,
2025-07-25 07:59:00,M008,-1.265853505155482,98.37766857846584,54.83207020027039,
2025-07-25 08:00:00,M009,-1.0973506442700875,100.79720547359746,55.746049302982556,
2025-07-25 08:01:00,M007,-1.0429146105185612,102.24303724923209,56.615194957444295,
2025-07-25 08:02:00,M009,-1.1763489544635812,99.71023619024457,54.96591699078896,
2025-07-25 08:03:00,M009,-1.0133732448109551,99.38413922123333,57.449624487055246,
2025-07-25 08:04:00,M009,-1.0403532132705067,101.12012881421654,55.20187814241864,
2025-07-25 08:05:00,M008,-0.7986103239740961,104.98183211701108,55.2104261398877,
2025-07-25 08:06:00,M007,-0.8791268275798662,99.51852185442976,56.80732085900314,
2025-07-25 08:07:00,M007,-1.0696004674744408,100.77788831885003,55.67782712458484,
2025-07-25 08:08:00,M008,-0.7653780033350117,101.40074722499295,55.82518347393569,
2025-07-25 08:09:00,M007,-0.8479924336719346,98.45343565709541,54.1313401398492,
2025-07-25 08:10:00,M008,-0.9234238235351687,100.04063474466706,53.94122050859504,
2025-07-25 08:11:00,M009,-0.9022079231884351,96.51160354641522,54.46816267867075,
2025-07-25 08:12:00,M008,-1.0506235185026394,98.44820819701756,55.19435307441,
2025-07-25 08:13:00,M009,-0.8437621197480495,100.91331670688415,56.684164313720636,
2025-07-25 08:14:00,M009,-0.9170749610704731,101.18583240957045,55.82761978495819,
2025-07-25 08:15:00,M009,-1.0554543512046142,96.78420874271475,55.29701812985953,
2025-07-25 08:16:00,M009,-1.073731394165174,96.89276391194635,54.67917828363601,
2025-07-25 08:17:00,M008,-1.1257135887689564,96.37554897015775,55.33802286980932,
2025-07-25 08:18:00,M009,-0.9105787309203344,100.1775624866375,54.3862658116905,
2025-07-25 08:19:00,M009,-0.9339470872633222,96.62221716912802,54.69042391808442,
2025-07-25 08:20:00,M008,-0.9639262162035445,98.79841920348704,55.73002819931864,
2025-07-25 08:21:00,M009,-0.9341048567950786,101.67024040124944,55.99017308252353,
2025-07-25 08:22:00,M008,-0.7894843389332153,101.36013703934736,55.49943748056409,
2025-07-25 08:23:00,M009,-0.8010485307109801,101.3713183887758,55.018678376407074,
2025-07-25 08:24:00,M008,-1.016941434966566,101.27822021004542,54.328197844690074,
2025-07-25 08:25:00,M008,-0.9363063277125205,105.1940929180174,54.74849246768875,
2025-07-25 08:26:00,M007,-0.7448197015621117,99.7179424180283,56.0005087881488,
2025-07-25 08:27:00,M009,-0.9725192168559393,101.45664465042331,56.26176100736801,
2025-07-25 08:28:00,M009,-0.8839241347697276,98.65149049852334,56.65816629592426,
2025-07-25 08:29:00,M008,-0.957868672579975,102.39592455175732,54.35417860692273,
2025-07-25 08:30:00,M007,-0.9025578219761672,102.34691889236674,56.040096605202194,
2025-07-25 08:31:00,M008,-0.9950070969347989,100.77568184126511,56.861201813285966,
2025-07-25 08:32:00,M007,-0.8601222632396509,101.13767986365295,54.106616872534026,
2025-07-25 08:33:00,M009,-0.9774774807512467,96.64770285812182,53.5254988854974,
2025-07-25 08:34:00,M008,-0.6684520593711435,95.98520551089588,53.216621002199545,
2025-07-25 08:35:00,M007,-0.9111393618272781,99.17364124420541,52.445118707192016,
2025-07-25 08:36:00,M007,-0.9869466207585001,103.81521830883936,54.80365134472472,
2025-07-25 08:37:00,M007,-0.793791209731614,100.26230576078044,54.76064065985673,
2025-07-25 08:38:00,M007,-0.7900733770126842,102.30206473770161,54.72659497982825,
2025-07-25 08:39:00,M008,-1.0848417384491518,101.15664746256692,54.39604244477369,
2025-07-25 08:40:00,M008,-1.1985347297944675,96.11920365545004,54.536539738086375,
2025-07-25 08:41:00,M007,-0.8756580258598536,96.36683612164369,53.97919839807367,
2025-07-25 08:42:00,M009,-0.5974062146950506,103.36830199995515,55.01244207925201,
2025-07-25 08:43:00,M008,-0.7578042394553696,96.31686139181237,56.03447678773294,
2025-07-25 08:44:00,M008,-0.7591127276589005,97.70150090995537,54.94307328904733,
2025-07-25 08:45:00,M008,-0.7968901543960465,95.67190806044951,53.97094922349794,
2025-07-25 08:46:00,M009,-0.7707400036309399,93.224414038274,55.14065588592479,
2025-07-25 08:47:00,M007,-0.8402717336745484,96.15975863758338,56.66794581001726,
2025-07-25 08:48:00,M007,-0.9869682594628363,98.70994227450419,54.04458122425155,
2025-07-25 08:49:00,M008,-0.6990171470919442,95.79058722873148,53.50191536835562,
2025-07-25 08:50:00,M007,-0.8942875040888324,103.27841144623748,53.44830268228001,
2025-07-25 08:51:00,M009,-0.9151810601829922,96.8228744393402,57.159733978586104,
2025-07-25 08:52:00,M007,-1.02831028310378,96.3114405863943,56.572461431482715,
2025-07-25 08:53:00,M009,-0.8806108890410176,100.90321937706558,55.53016790802618,
2025-07-25 08:54:00,M009,-0.8988160443741384,96.33899689488412,57.42995232943771,
2025-07-25 08:55:00,M008,-0.6755672822871919,95.58376279708412,55.34222290615513,
2025-07-25 08:56:00,M009,-0.9873110705808694,99.15323337074452,55.04088373571175,
2025-07-25 08:57:00,M008,-0.7930166749750132,97.79216388620708,55.86854649917052,
2025-07-25 08:58:00,M009,-0.9114632294309816,96.79417497671768,56.69991536955129,
2025-07-25 08:59:00,M008,-1.059303984063743,98.1639656693856,55.66897598104723,
2025-07-25 09:00:00,M007,-0.9167211784010328,97.89688347795862,55.83359331398715,
2025-07-25 09:01:00,M009,-0.677896112914877,97.9475024525296,58.19628116243703,
2025-07-25 09:02:00,M008,-0.9932072129344492,100.47912987476036,55.87407160908366,
2025-07-25 09:03:00,M008,-0.8172151483507115,100.20903775092849,56.9756112341332,
2025-07-25 09:04:00,M009,-0.8426830855775256,95.02180030506058,55.3373709821398,
2025-07-25 09:05:00,M007,-0.8167934404922377,96.12622262825215,57.14569775895134,
2025-07-25 09:06:00,M009,-0.7940985292285961,102.08950404864304,57.77150505572047,
2025-07-25 09:07:00,M009,-0.8899392021285135,94.59145904438488,57.9261017308861,
2025-07-25 09:08:00,M008,-0.6516171814927676,98.34590357924677,55.36507164639329,
2025-07-25 09:09:00,M007,-0.8414898606589494,90.81772988127655,55.84921746777462,
2025-07-25 09:10:00,M007,-0.6492705722214149,99.35959089764211,57.09831383560867,
2025-07-25 09:11:00,M007,-0.9533123357226019,98.19505805295664,56.24032303138976,
2025-07-25 09:12:00,M008,-0.8310773704815865,98.41108008626772,55.41327325631944,
2025-07-25 09:13:00,M008,-0.8152174888603047,94.76144820544226,55.46579452545072,
2025-07-25 09:14:00,M008,-0.8554684553494365,102.00871077926412,55.12821303772562,
2025-07-25 09:15:00,M009,-0.866883129136639,97.01134982782602,56.86492553408921,
2025-07-25 09:16:00,M008,-0.8656396792851524,100.69258614758775,54.76458756232254,
2025-07-25 09:17:00,M007,-0.6240042699037918,103.00630220715777,55.722208770572145,
2025-07-25 09:18:00,M009,-0.8490467751287801,99.37794862425295,54.96329979324239,
2025-07-25 09:19:00,M007,-0.8803439560700002,103.38006592737682,55.15443594978023,
2025-07-25 09:20:00,M007,-0.938604119194632,100.57840184241192,56.83230201234401,
2025-07-25 09:21:00,M008,-0.8876328244019072,98.97850493506859,55.965700465633276,
2025-07-25 09:22:00,M009,-1.0823437754233918,97.04592123066669,54.070276978681214,
2025-07-25 09:23:00,M009,-0.9488419536327172,101.10905271540311,54.32503374177719,
2025-07-25 09:24:00,M007,-0.8374520695023526,96.59397330580609,53.366819659373796,
2025-07-25 09:25:00,M007,-0.7425016017991405,97.07997987471126,55.135607103530035,
2025-07-25 09:26:00,M008,-0.7863256952131374,98.80979745902032,55.353038236528974,
2025-07-25 09:27:00,M007,-0.9945502703877616,96.0279863666236,54.57369684829961,
2025-07-25 09:28:00,M009,-0.8702949804072747,97.03364487974578,56.04191632475825,
2025-07-25 09:29:00,M009,-0.6932039841520422,94.02885181979968,54.375170369217166,
2025-07-25 09:30:00,M009,-0.8028332098525458,94.19380899278335,52.88759689146333,
2025-07-25 09:31:00,M009,-0.8462710556377432,94.49952599088833,55.358103077579386,
2025-07-25 09:32:00,M008,-0.74849997205539,96.42498283053474,55.9121176533947,
2025-07-25 09:33:00,M007,-1.1877928327859848,92.29065344485912,54.381410346246426,
2025-07-25 09:34:00,M007,-0.7072725678259271,99.33607527216111,54.81586434742662,
2025-07-25 09:35:00,M009,-0.9479239080473667,96.24532928815266,54.76966666556497,
2025-07-25 09:36:00,M008,-0.6325597747181002,96.28877575207214,54.520824591662425,
2025-07-25 09:37:00,M007,-1.3210468942758715,100.94600805031153,55.063996570234174,
2025-07-25 09:38:00,M009,-0.8958464788296658,94.39214507787864,54.903435417778645,
2025-07-25 09:39:00,M008,-0.8437858710251694,100.09992402578933,54.050124465289436,
2025-07-25 09:40:00,M008,-1.1083789778382445,96.24615124590566,53.76805459127973,
2025-07-25 09:41:00,M008,-0.9809080807520514,93.32163445369471,53.184489076852884,
2025-07-25 09:42:00,M007,-1.083135511314994,98.94210148906915,55.19613401712781,
2025-07-25 09:43:00,M008,-1.0938836521284003,97.96606934786894,53.97249104671266,
2025-07-25 09:44:00,M009,-1.0120952848651645,96.71230466528847,52.19969687391002,
2025-07-25 09:45:00,M008,-0.9415641579490271,98.76966337899056,54.44966900350456,
2025-07-25 09:46:00,M009,-0.983344074111128,99.18236046940355,53.51875690468832,
2025-07-25 09:47:00,M009,-1.0798162578882287,98.64852767754958,56.39957378918007,
2025-07-25 09:48:00,M009,-1.0989646945242668,100.57929361061267,55.97751267558637,
2025-07-25 09:49:00,M008,-1.2628658949671547,101.1644537157413,52.865511511765746,
2025-07-25 09:50:00,M008,-1.111723489650462,98.2440097317112,55.69565151605344,
2025-07-25 09:51:00,M009,-1.0812783146341427,99.50764137030953,55.65675950719891,
2025-07-25 09:52:00,M009,-1.4529335153871057,96.77409448502343,52.9238398086737,
2025-07-25 09:53:00,M007,-1.3046535836652458,97.33928347062304,53.501959448432835,
2025-07-25 09:54:00,M008,-0.8575805546492866,100.73038424667375,52.90833270703859,
2025-07-25 09:55:00,M008,-1.0867034601410237,100.63022310542169,53.611850827284165,
2025-07-25 09:56:00,M009,-1.1196795682058933,99.3293027626943,55.12762593062028,
2025-07-25 09:57:00,M009,-1.1136170322483854,100.33081695382121,54.161902543055454,
2025-07-25 09:58:00,M007,-1.068113524967632,100.2388820137236,54.30946724816435,
2025-07-25 09:59:00,M008,-1.244338798642966,100.87184619321354,53.92166792476258,
2025-07-25 10:00:00,M007,-1.3244619057309732,102.42747752317166,54.883010607540974,
2025-07-25 10:01:00,M007,-1.2662695064287197,102.59497795292975,53.637497783012286,
2025-07-25 10:02:00,M009,-1.1580661517671733,103.40320952837995,53.25421857842905,
2025-07-25 10:03:00,M009,-1.088967877025897,102.8890929810755,54.856901489756595,
2025-07-25 10:04:00,M009,-0.9859204104297172,100.57081251041679,54.87569343826559,
2025-07-25 10:05:00,M009,-1.2028158554377613,100.53156588352829,54.17369773179166,
2025-07-25 10:06:00,M007,-1.1629316759795694,102.34060804938034,54.14402382506795,
2025-07-25 10:07:00,M008,-1.3663741950772106,100.34947092614577,54.77861673612464,
2025-07-25 10:08:00,M009,-1.1000260807252653,100.26820606550713,54.9488944983361,
2025-07-25 10:09:00,M009,-1.0611131095013762,100.49689964630488,55.43791271349794,
2025-07-25 10:10:00,M008,-1.173855933351191,99.25244976382635,53.708805614118276,
2025-07-25 10:11:00,M009,-1.1213226262996356,99.13619050779135,55.15738721877939,
2025-07-25 10:12:00,M008,-1.1963185121908635,103.39632651495657,57.27645272150479,
2025-07-25 10:13:00,M008,-1.1636822451435933,103.20003999565773,55.417412780205176,
2025-07-25 10:14:00,M009,-1.1141241053873903,106.2653724496301,57.28955283125429,
2025-07-25 10:15:00,M007,-1.1647294538535016,100.56733453190607,54.3953261887581,
2025-07-25 10:16:00,M009,-1.1636997766870243,101.76294245751231,55.91792721958011,
2025-07-25 10:17:00,M008,-1.1160879124272176,107.52305753450342,56.875070676870536,
2025-07-25 10:18:00,M007,-1.2810641218993297,104.04612190914068,56.14379936031405,
2025-07-25 10:19:00,M009,-1.3742383506157494,105.72757101478996,56.09933766172659,
2025-07-25 10:20:00,M007,-1.2623340129465295,107.01485214291183,56.39602986038058,
2025-07-25 10:21:00,M008,-1.4619628841153236,103.89401311359804,56.367860873044776,
2025-07-25 10:22:00,M007,-1.2926205672933178,101.37960374088941,56.574340848299414,
2025-07-25 10:23:00,M007,-1.5091739365257162,105.06558014447,57.60768624875835,
2025-07-25 10:24:00,M007,-1.5048847145820563,100.29851530035148,55.08917043343194,
2025-07-25 10:25:00,M007,-1.4104828276373644,101.60527740412795,56.72281772338264,
2025-07-25 10:26:00,M008,-1.155692846921651,101.96931185923108,55.47756929170447,
2025-07-25 10:27:00,M007,-1.1592899119392495,104.05898065483105,55.220125850622004,
2025-07-25 10:28:00,M008,-1.384340694123278,103.19848154401976,55.83537343579569,
2025-07-25 10:29:00,M007,-1.474450109465387,102.30801944265656,56.89503027538627,
2025-07-25 10:30:00,M007,-1.0913797458144374,103.6293733289065,58.846920518781296,
2025-07-25 10:31:00,M007,-1.2019444577805154,107.57326454566106,57.30967380076999,
2025-07-25 10:32:00,M007,-1.2190965053280838,104.71571850878958,56.92503234081159,
2025-07-25 10:33:00,M007,-1.1917436208486063,104.96175915935738,57.28756973848601,
2025-07-25 10:34:00,M009,-1.2223680645555248,106.40621291029711,57.412277811796955,
2025-07-25 10:35:00,M008,-1.226438947587019,110.0413779607231,56.57201531690589,
2025-07-25 10:36:00,M007,-1.0834666492075442,107.11164962970788,55.68538815177098,
2025-07-25 10:37:00,M008,-1.083425338644715,110.7348508412939,58.21948688060406,
2025-07-25 10:38:00,M007,-0.8692807339663566,107.91907398895383,57.3145093897322,
2025-07-25 10:39:00,M009,-1.0290170031886678,109.43213700962544,55.941043014201604,
2025-07-25 10:40:00,M007,-1.0645119038123487,107.46230161103006,58.588867155096246,
2025-07-25 10:41:00,M009,-0.9328490078572629,106.73851128609057,56.70410803029871,
2025-07-25 10:42:00,M008,-1.2860919740877674,114.50084719879784,56.371536695569105,
2025-07-25 10:43:00,M008,-0.891055652378365,106.9341517380071,56.77900188701879,
2025-07-25 10:44:00,M007,-0.8147202163210724,111.96812276413178,57.42133876532813,
2025-07-25 10:45:00,M008,-0.8243667850778745,109.9194638073778,57.33412373974085,
2025-07-25 10:46:00,M009,-1.077695837658653,111.73766336060135,58.03477118195714,
2025-07-25 10:47:00,M009,-1.0392621362852537,107.91156644347727,58.29636395453162,
2025-07-25 10:48:00,M008,-0.9501918312031291,108.4867399015256,58.50594081914168,
2025-07-25 10:49:00,M009,-0.7933762106246559,111.89193357525222,59.76978013977864,
2025-07-25 10:50:00,M009,-0.8921615455805667,110.05354239452109,56.4440097579862,
2025-07-25 10:51:00,M008,-1.2049158785920495,110.1188272393176,57.889037103252974,
2025-07-25 10:52:00,M007,-1.138268225953887,113.58457484324178,58.11441408887021,
2025-07-25 10:53:00,M007,-0.8946148337063974,110.4624060278595,59.829392456563056,
2025-07-25 10:54:00,M008,-0.6953314238480128,115.37087595476864,60.56030834557529,
2025-07-25 10:55:00,M009,-0.9903960085109558,104.73306819250858,58.273084654904125,
2025-07-25 10:56:00,M008,-1.0722490610013586,110.79454553057336,60.81880359404498,
2025-07-25 10:57:00,M007,-0.9627461406598541,111.20444572480073,59.220368739257005,
2025-07-25 10:58:00,M008,-0.7482675958587577,108.0295250284077,58.11541741783277,
2025-07-25 10:59:00,M008,-0.9119767289203777,111.47341670870485,58.80390764924134,
2025-07-25 11:00:00,M009,-0.570483669615337,109.31823916060517,57.699083218926596,
2025-07-25 11:01:00,M007,-0.8069498316406697,114.47771310832914,59.23988806005367,
2025-07-25 11:02:00,M007,-0.7411112514501875,111.15103325409908,58.728913367766616,
2025-07-25 11:03:00,M008,-0.9128186900506547,107.5924729208737,57.424419684134776,
2025-07-25 11:04:00,M007,-0.6741990744233151,106.23126935405313,59.812690620845125,
2025-07-25 11:05:00,M008,-0.7294033404421324,111.04514935230621,59.68084240083701,
2025-07-25 11:06:00,M008,-0.7607278525675502,112.36466226056709,59.26554678657569,
2025-07-25 11:07:00,M009,-0.8667063083439662,109.01038901176898,58.65658657395593,
2025-07-25 11:08:00,M009,-0.6064085388808633,109.41268650254737,61.12409995497103,
2025-07-25 11:09:00,M009,-0.6969898652747969,109.49895945746322,59.362924563102915,
2025-07-25 11:10:00,M009,-1.087452173560699,109.81045752466943,60.641096344511,
2025-07-25 11:11:00,M008,-0.7687256502183719,109.88114497898367,60.47566284744723,
2025-07-25 11:12:00,M008,-0.593432404917658,112.40498798377045,61.18009059375708,
2025-07-25 11:13:00,M008,-0.6618988299784335,111.34302769243342,60.91084311572292,
2025-07-25 11:14:00,M007,-1.014831232176382,112.47052551750275,59.5811932753202,
2025-07-25 11:15:00,M009,-0.713983749030439,103.93985070962373,59.80802656341521,
2025-07-25 11:16:00,M009,-0.6185506246390022,111.90261600395776,60.277993344650085,
2025-07-25 11:17:00,M009,-0.6777033992692758,110.64060583875144,60.32532362969663,
2025-07-25 11:18:00,M008,-0.6695670718470508,112.94369839383785,61.58293759146442,
2025-07-25 11:19:00,M008,-0.7077104832413473,111.91038176962115,61.51383004081582,
2025-07-25 11:20:00,M009,-0.9764818347158514,110.38665437232213,59.65078229161183,
2025-07-25 11:21:00,M007,-0.5915578257596297,112.73524004801217,61.062053623538574,
2025-07-25 11:22:00,M009,-0.6818829675181132,111.03800083978622,59.91621356480533,
2025-07-25 11:23:00,M008,-0.8690702634263409,109.48749340375197,63.49665313742718,
2025-07-25 11:24:00,M007,-1.0915530342153181,106.59890762368569,61.56701171672188,
2025-07-25 11:25:00,M008,-0.7007103465999533,109.10092655726925,61.62468327913118,
2025-07-25 11:26:00,M008,-0.8728750021565745,110.73966928966796,62.04885560321328,
2025-07-25 11:27:00,M008,-0.9159834515409017,109.85302624974031,60.51642385163881,
2025-07-25 11:28:00,M008,-0.7848071065264518,105.18374102015221,60.02490166672147,
2025-07-25 11:29:00,M009,-0.7744969491007719,111.51961814120668,59.83186228325813,
2025-07-25 11:30:00,M009,-1.0339541797515455,109.72295166733056,61.31264851211807,
2025-07-25 11:31:00,M008,-0.9036579316186149,112.51322196378496,61.96564796261331,
2025-07-25 11:32:00,M009,-0.8749848195904197,116.65690806130793,61.04507446886465,
2025-07-25 11:33:00,M008,-1.2331212987654467,110.56060580926471,61.09021891797784,
2025-07-25 11:34:00,M008,-0.8879472766920855,107.99764739158988,61.11225701982511,
2025-07-25 11:35:00,M007,-0.7809838076014819,112.77529462278531,61.838070913377386,
2025-07-25 11:36:00,M007,-0.8296072132823724,111.39500194449666,60.95685798431608,
2025-07-25 11:37:00,M008,-0.7513623364704981,114.07874616484106,60.76943376766258,
2025-07-25 11:38:00,M008,-0.9514756616119341,109.21133539670389,62.47916643862017,
2025-07-25 11:39:00,M009,-0.8036427506009026,109.25436426891302,59.34611505874488,
2025-07-25 11:40:00,M007,-0.9139653655300907,105.05994701710608,59.81036625825247,
2025-07-25 11:41:00,M007,-1.008897827036233,112.96362493387726,59.5845912587253,
2025-07-25 11:42:00,M007,-0.9942093240397949,103.71201449297372,60.13491453644256,
2025-07-25 11:43:00,M008,-0.7930469940146009,112.53859356734259,61.4470240538142,
2025-07-25 11:44:00,M008,-0.955705152633652,107.56854553625998,61.351816334900896,
2025-07-25 11:45:00,M007,-1.1431190091445869,106.06168200193912,59.782764096905304,
2025-07-25 11:46:00,M007,-0.8588052404421378,108.70263218045831,60.99076612687303,
2025-07-25 11:47:00,M007,-0.9650458443548918,106.28152277776658,61.935461357317614,
2025-07-25 11:48:00,M009,-0.7697723847521502,108.8186683684329,59.25773506543096,
2025-07-25 11:49:00,M009,-1.1057946315303304,103.37136666234393,62.24260792372242,
2025-07-25 11:50:00,M008,-0.6994482693217166,105.17437679624028,59.89847059658238,
2025-07-25 11:51:00,M007,-0.8512190732611643,104.7133212847702,59.53750244487633,
2025-07-25 11:52:00,M009,-0.926955821795434,99.93030401843149,60.72129416764798,
2025-07-25 11:53:00,M009,-0.991095954558077,102.2818453883333,60.91150116359757,
